"Study.title","Study.ID","Column.name","Error.message"
"Prevalence of pulmonary tuberculosis in Wardha district of Maharashtra, Central India",26982,"n.smear.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Active detection of tuberculosis and paragonimiasis in the remote areas in North-Eastern India using cough as a simple indicator (ASSAM)",26979,"n.smear.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"National Tuberculosis Prevalence Survey in Thailand",26975,"n.smear.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Tuberculosis prevalence in China, 1990-2010; a longitudinal analysis of national survey data",26949,"n.smear.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"The 1997 nationwide tuberculosis prevalence survey in the Philippines",26946,"n.smear.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Yield of undetected tuberculosis and human immunodeficiency virus coinfection from active case finding in urban Uganda",26936,"n.smear.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Pulmonary tuberculosis in an indigenous community in the mountains of Ecuador",26933,"n.smear.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Active detection of tuberculosis and paragonimiasis in the remote areas in North-Eastern India using cough as a simple indicator",26932,"n.smear.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Prevalence of pulmonary tuberculosis--a baseline survey in central India",26929,"n.smear.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Prevalence of tuberculosis in adolescents, western Kenya: implications for control programs",26924,"n.smear.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"The Gambian survey of tuberculosis prevalence (GAMSTEP)",26920,"n.smear.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Report of the national TB prevalence survey, 2002",26912,"n.smear.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Cross-sectional studies of tuberculosis prevalence in Cambodia between 2002 and 2011",26910,"n.smear.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Community-based prevalence of undiagnosed mycobacterial diseases in the Afar Region, north-east Ethiopia",26906,"n.smear.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Burden of tuberculosis in Kampala, Uganda",26895,"n.smear.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"A baseline survey of the prevalence of tuberculosis in a community in south India at the commencement of a DOTS programme",26893,"n.smear.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Prevalence of tuberculosis in Rwanda: Results of the first nationwide survey in 2012 yielded important lessons for TB control",26892,"n.smear.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Prevalence of pulmonary tuberculosis among adults in a rural sub-district of South India",26884,"n.smear.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Tuberculosis burden in an urban population: A cross sectional tuberculosis survey from Guinea Bissau",26883,"n.smear.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Hyperendemic pulmonary tuberculosis in peri-urban areas of Karachi, Pakistan",26873,"n.smear.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"NATIONAL TUBERCULOSIS PREVALENCE SURVEY REPORT, Nepal, 2018-19",26867,"n.smear.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Report of DPRK National TB
Prevalence Survey
(2015–2016)",26861,"n.smear.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Estimation of the burden of bacteriologically positive Tuberculosis among Adults in Kashmir: A baseline for future surveys in the Valley",26237,"n.smear.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Prevalence of pulmonary tuberculosis in western China in 2010-11: a population-based, cross-sectional survey",24214,"n.smear.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Population-based screening for pulmonary tuberculosis utilizing community health workers in Ethiopia",24181,"n.smear.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Prevalence of Bacteriologically-Confirmed Tuberculosis in Urban Blantyre, Malawi 2019-20: Substantial Decline Compared to 2013-14 National Survey",22290,"n.smear.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"National population-based tuberculosis prevalence survey in Ghana, 2013",21508,"n.smear.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Persistent high prevalence of pulmonary tuberculosis in a resource-limited setting: threat to India's TB Free campaign",21428,"n.smear.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"A tuberculosis nationwide prevalence survey in Gambia, 2012",20811,"n.smear.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Lesotho Tuberculosis Prevalence Survey",26862,"n.smear.positive.tb.total","Difference in extracted totals are greater than 5%

                                                                  across stratifications of data.

                                                                  Check all totals against each other."
NA,NA,"n.smear.positive.tb.total","Difference in extracted totals are greater than 5%

                                                                  across stratifications of data.

                                                                  Check all totals against each other."
"The first population-based national tuberculosis prevalence survey in Ethiopia, 2010-2011",26913,"n.culture.positive.tb.sex.total","Extracted total is not equal to sum of extracted stratified data."
"SURVEY FOR ASSESSING PREVALENCE OF PULMONARY TUBERCULOSIS CASES IN THE POPULATION BASED STATE OF GUJARAT, INDIA (2011-2012) Report on Population based survey to assess prevalence of pulmonary tuberculosis cases in the state of Gujarat, India (2011-12) Ded",26983,"n.culture.positive.tb.rurality.total","Extracted total is not equal to sum of extracted stratified data."
"NATIONAL TB PREVALENCE SURVEY
IN VIETNAM, 2006 - 2007 (DRAFT REPORT)",26973,"n.culture.positive.tb.rurality.total","Extracted total is not equal to sum of extracted stratified data."
"The first population-based national tuberculosis prevalence survey in Ethiopia, 2010-2011",26913,"n.culture.positive.tb.rurality.total","Extracted total is not equal to sum of extracted stratified data."
"Prevalence and Incidence of Smear-Positive Pulmonary Tuberculosis in the Hetosa District of Arsi Zone, Oromia Regional State of Central Ethiopia",22718,"n.culture.positive.tb.rurality.total","Extracted total is not equal to sum of extracted stratified data."
"Prevalent infectious tuberculosis in Harare, Zimbabwe: burden, risk factors and implications for control",26886,"n.culture.positive.tb.hiv.total","Extracted total is not equal to sum of extracted stratified data."
"Sub-national TB prevalence surveys in India, 2006-2012: Results of uniformly conducted data analysis (Age Stratification, Combined Sites)",26990,"n.culture.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"SUDAN TB PREVALENCE SURVEY REPORT 2013 – 2014",26989,"n.culture.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Prevalence of pulmonary tuberculosis in Wardha district of Maharashtra, Central India",26982,"n.culture.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Effect of household and community interventions on the burden of tuberculosis in southern Africa: the ZAMSTAR community-randomised trial (SOUTH AFRICA / COMMUNITY B)",26978,"n.culture.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Prevalence of smear-positive tuberculosis in persons aged >/= 15 years in Bangladesh: results from a national survey, 2007-2009",26956,"n.culture.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Changes in pulmonary tuberculosis prevalence: Evidence from the 2010 population survey in a populous province of China",26951,"n.culture.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"The 1997 nationwide tuberculosis prevalence survey in the Philippines",26946,"n.culture.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Yield of undetected tuberculosis and human immunodeficiency virus coinfection from active case finding in urban Uganda",26936,"n.culture.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Prevalence of pulmonary tuberculosis--a baseline survey in central India",26929,"n.culture.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Prevalence of tuberculosis in adolescents, western Kenya: implications for control programs",26924,"n.culture.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"The Gambian survey of tuberculosis prevalence (GAMSTEP)",26920,"n.culture.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Report of the national TB prevalence survey, 2002",26912,"n.culture.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Cross-sectional studies of tuberculosis prevalence in Cambodia between 2002 and 2011",26910,"n.culture.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Burden of tuberculosis in Kampala, Uganda",26895,"n.culture.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"A baseline survey of the prevalence of tuberculosis in a community in south India at the commencement of a DOTS programme",26893,"n.culture.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Prevalence of tuberculosis in Rwanda: Results of the first nationwide survey in 2012 yielded important lessons for TB control",26892,"n.culture.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Prevalence of pulmonary tuberculosis among adults in a rural sub-district of South India",26884,"n.culture.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Hyperendemic pulmonary tuberculosis in peri-urban areas of Karachi, Pakistan",26873,"n.culture.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"NATIONAL TUBERCULOSIS PREVALENCE SURVEY 2016, PHILIPPINES",26868,"n.culture.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"NATIONAL TUBERCULOSIS PREVALENCE SURVEY REPORT, Nepal, 2018-19",26867,"n.culture.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"REPORT OF THE FIRST NATIONAL
TUBERCULOSIS PREVALENCE SURVEY
IN MONGOLIA
2014-2015",26866,"n.culture.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Eswatini National Tuberculosis Prevalence Survey Report, 2018-2019",26865,"n.culture.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Lesotho Tuberculosis Prevalence Survey",26862,"n.culture.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Report of DPRK National TB
Prevalence Survey
(2015–2016)",26861,"n.culture.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"National Tuberculosis Prevalence Survey, Bangladesh
2015-2016
National",26859,"n.culture.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Results from the national TB prevalence survey of Indonesia",26858,"n.culture.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"The First National TB Prevalence Survey | South Africa 2018",26856,"n.culture.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"The second national tuberculosis prevalence survey in Vietnam",24644,"n.culture.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Prevalence of pulmonary tuberculosis in western China in 2010-11: a population-based, cross-sectional survey",24214,"n.culture.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Population-based screening for pulmonary tuberculosis utilizing community health workers in Ethiopia",24181,"n.culture.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"National population-based tuberculosis prevalence survey in Ghana, 2013",21508,"n.culture.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Persistent high prevalence of pulmonary tuberculosis in a resource-limited setting: threat to India's TB Free campaign",21428,"n.culture.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"A tuberculosis nationwide prevalence survey in Gambia, 2012",20811,"n.culture.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Burden of Pulmonary Tuberculosis among Tribal Population: A Cross-sectional Study in Tribal Areas of Maharashtra, India",25143,"n.culture.positive.tb.total","Difference in extracted totals are greater than 5%

                                                                  across stratifications of data.

                                                                  Check all totals against each other."
NA,NA,"n.culture.positive.tb.total","Difference in extracted totals are greater than 5%

                                                                  across stratifications of data.

                                                                  Check all totals against each other."
NA,NA,"n.culture.positive.tb.total","Difference in extracted totals are greater than 5%

                                                                  across stratifications of data.

                                                                  Check all totals against each other."
NA,NA,"n.culture.positive.tb.total","Difference in extracted totals are greater than 5%

                                                                  across stratifications of data.

                                                                  Check all totals against each other."
"Low tuberculosis notification in mountainous Vietnam is not due to low case detection: a cross-sectional survey",26948,"n.prevalent.tb.sex.total","Extracted total is not equal to sum of extracted stratified data."
"Burden of tuberculosis in Kampala, Uganda",26895,"n.prevalent.tb.sex.total","Extracted total is not equal to sum of extracted stratified data."
"Prevalent infectious tuberculosis in Harare, Zimbabwe: burden, risk factors and implications for control",26886,"n.prevalent.tb.hiv.total","Extracted total is not equal to sum of extracted stratified data."
"Prevalence of sputum smear-positive tuberculosis in a rural area in Bangladesh",26957,"n.prevalent.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Tuberculosis prevalence in China, 1990-2010; a longitudinal analysis of national survey data",26949,"n.prevalent.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"The 1997 nationwide tuberculosis prevalence survey in the Philippines",26946,"n.prevalent.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Prevalence of tuberculosis in adolescents, western Kenya: implications for control programs",26924,"n.prevalent.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Report of the national TB prevalence survey, 2002",26912,"n.prevalent.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Burden of tuberculosis in Kampala, Uganda",26895,"n.prevalent.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Tuberculosis burden in an urban population: A cross sectional tuberculosis survey from Guinea Bissau",26883,"n.prevalent.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Epidemiology of tuberculosis in an urban slum of Dhaka City, Bangladesh",26878,"n.prevalent.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Lesotho Tuberculosis Prevalence Survey",26862,"n.prevalent.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"National population-based tuberculosis prevalence survey in Ghana, 2013",21508,"n.prevalent.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Prevalence and incidence of symptomatic pulmonary tuberculosis based on repeated population screening in a district in Ethiopia: a prospective cohort study",21313,"n.prevalent.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"A tuberculosis nationwide prevalence survey in Gambia, 2012",20811,"n.prevalent.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Community-based prevalence of undiagnosed mycobacterial diseases in the Afar Region, north-east Ethiopia",26906,"n.prevalent.tb.total","Difference in extracted totals are greater than 5%

                                                                  across stratifications of data.

                                                                  Check all totals against each other."
"The first national TB prevalence survey of Lao PDR (2010-2011)",26905,"n.prevalent.tb.total","Difference in extracted totals are greater than 5%

                                                                  across stratifications of data.

                                                                  Check all totals against each other."
NA,NA,"n.prevalent.tb.total","Difference in extracted totals are greater than 5%

                                                                  across stratifications of data.

                                                                  Check all totals against each other."
NA,NA,"n.prevalent.tb.total","Difference in extracted totals are greater than 5%

                                                                  across stratifications of data.

                                                                  Check all totals against each other."
NA,NA,"n.prevalent.tb.total","Difference in extracted totals are greater than 5%

                                                                  across stratifications of data.

                                                                  Check all totals against each other."
NA,NA,"n.prevalent.tb.total","Difference in extracted totals are greater than 5%

                                                                  across stratifications of data.

                                                                  Check all totals against each other."
"SURVEY FOR ASSESSING PREVALENCE OF PULMONARY TUBERCULOSIS CASES IN THE POPULATION BASED STATE OF GUJARAT, INDIA (2011-2012) Report on Population based survey to assess prevalence of pulmonary tuberculosis cases in the state of Gujarat, India (2011-12) Ded",26983,"prev100k.bacteriological.tb.sex.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of pulmonary tuberculosis in Wardha district of Maharashtra, Central India",26982,"prev100k.bacteriological.tb.sex.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Declining tuberculosis prevalence in Saharia, a particularly vulnerable tribal community in Central India: evidences for action (2015 survey)",26980,"prev100k.bacteriological.tb.sex.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Effect of household and community interventions on the burden of tuberculosis in southern Africa: the ZAMSTAR community-randomised trial (SOUTH AFRICA / COMMUNITY B)",26978,"prev100k.bacteriological.tb.sex.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Changes in pulmonary tuberculosis prevalence: Evidence from the 2010 population survey in a populous province of China",26951,"prev100k.bacteriological.tb.sex.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Analysis of tuberculosis screening results in six remove villages in Yunnan Province",26950,"prev100k.bacteriological.tb.sex.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of tuberculosis in Faridabad district, Haryana State, India",26939,"prev100k.bacteriological.tb.sex.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Pulmonary tuberculosis: a public health problem amongst the Saharia, a primitive tribe of Madhya Pradesh, Central India",26931,"prev100k.bacteriological.tb.sex.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of pulmonary tuberculosis--a baseline survey in central India",26929,"prev100k.bacteriological.tb.sex.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of pulmonary tuberculosis among the adult population in Pakistan 2010-2011",26928,"prev100k.bacteriological.tb.sex.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"The Gambian survey of tuberculosis prevalence (GAMSTEP)",26920,"prev100k.bacteriological.tb.sex.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"The first population-based national tuberculosis prevalence survey in Ethiopia, 2010-2011",26913,"prev100k.bacteriological.tb.sex.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Report of the national TB prevalence survey, 2002",26912,"prev100k.bacteriological.tb.sex.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"The first national TB prevalence survey of Lao PDR (2010-2011)",26905,"prev100k.bacteriological.tb.sex.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence and risk factors for adult pulmonary tuberculosis in a metropolitan city of south India",26891,"prev100k.bacteriological.tb.sex.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of pulmonary TB and spoligotype pattern of Mycobacterium tuberculosis among TB suspects in a rural community in Southwest Ethiopia",26890,"prev100k.bacteriological.tb.sex.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of pulmonary tuberculosis among adults in a rural sub-district of South India",26884,"prev100k.bacteriological.tb.sex.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of pulmonary tuberculosis amongst the tribal population of Madhya Pradesh, Central India",26882,"prev100k.bacteriological.tb.sex.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Tuberculosis among the Xavante Indians of the Brazilian Amazon: an epidemiological and ethnographic assessment",26880,"prev100k.bacteriological.tb.sex.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of pulmonary tuberculosis among adults in a north Indian district",26872,"prev100k.bacteriological.tb.sex.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Namibia Tuberculosis disease prevalence survey, 2017-2018",26869,"prev100k.bacteriological.tb.sex.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"REPORT OF THE FIRST NATIONAL
TUBERCULOSIS PREVALENCE SURVEY
IN MONGOLIA
2014-2015",26866,"prev100k.bacteriological.tb.sex.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Eswatini National Tuberculosis Prevalence Survey Report, 2018-2019",26865,"prev100k.bacteriological.tb.sex.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Recurrence of pulmonary tuberculosis in India: Findings from the 2019-2021 nationwide community-based TB prevalence survey",26863,"prev100k.bacteriological.tb.sex.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Lesotho Tuberculosis Prevalence Survey",26862,"prev100k.bacteriological.tb.sex.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Report of DPRK National TB
Prevalence Survey
(2015–2016)",26861,"prev100k.bacteriological.tb.sex.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"The Zimbabwe National Population based Tuberculosis Prevalence Survey",26857,"prev100k.bacteriological.tb.sex.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence and risk factors of active pulmonary tuberculosis among elderly people in China: a population based cross-sectional study",26740,"prev100k.bacteriological.tb.sex.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Declining tuberculosis prevalence in Saharia, a particularly vulnerable tribal community in Central India: evidences for action",25244,"prev100k.bacteriological.tb.sex.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"The second national tuberculosis prevalence survey in Vietnam",24644,"prev100k.bacteriological.tb.sex.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of pulmonary tuberculosis in western China in 2010-11: a population-based, cross-sectional survey",24214,"prev100k.bacteriological.tb.sex.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Population-based screening for pulmonary tuberculosis utilizing community health workers in Ethiopia",24181,"prev100k.bacteriological.tb.sex.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence and Incidence of Smear-Positive Pulmonary Tuberculosis in the Hetosa District of Arsi Zone, Oromia Regional State of Central Ethiopia",22718,"prev100k.bacteriological.tb.sex.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of Bacteriologically-Confirmed Tuberculosis in Urban Blantyre, Malawi 2019-20: Substantial Decline Compared to 2013-14 National Survey",22290,"prev100k.bacteriological.tb.sex.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of bacteriologically confirmed pulmonary tuberculosis and associated risk factors: A community survey in Thirvallur District, south India",22089,"prev100k.bacteriological.tb.sex.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Persistent high prevalence of pulmonary tuberculosis in a resource-limited setting: threat to India's TB Free campaign",21428,"prev100k.bacteriological.tb.sex.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence and incidence of symptomatic pulmonary tuberculosis based on repeated population screening in a district in Ethiopia: a prospective cohort study",21313,"prev100k.bacteriological.tb.sex.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"SURVEY FOR ASSESSING PREVALENCE OF PULMONARY TUBERCULOSIS CASES IN THE POPULATION BASED STATE OF GUJARAT, INDIA (2011-2012) Report on Population based survey to assess prevalence of pulmonary tuberculosis cases in the state of Gujarat, India (2011-12) Ded",26983,"prev100k.bacteriological.tb.rurality.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of pulmonary tuberculosis in Wardha district of Maharashtra, Central India",26982,"prev100k.bacteriological.tb.rurality.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Changes in pulmonary tuberculosis prevalence: Evidence from the 2010 population survey in a populous province of China",26951,"prev100k.bacteriological.tb.rurality.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of tuberculosis in Faridabad district, Haryana State, India",26939,"prev100k.bacteriological.tb.rurality.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of pulmonary tuberculosis--a baseline survey in central India",26929,"prev100k.bacteriological.tb.rurality.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of pulmonary tuberculosis among the adult population in Pakistan 2010-2011",26928,"prev100k.bacteriological.tb.rurality.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of tuberculosis in adolescents, western Kenya: implications for control programs",26924,"prev100k.bacteriological.tb.rurality.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"The Gambian survey of tuberculosis prevalence (GAMSTEP)",26920,"prev100k.bacteriological.tb.rurality.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"The first population-based national tuberculosis prevalence survey in Ethiopia, 2010-2011",26913,"prev100k.bacteriological.tb.rurality.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"The first national TB prevalence survey of Lao PDR (2010-2011)",26905,"prev100k.bacteriological.tb.rurality.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Population-based prevalence survey of tuberculosis in the Tigray region of Ethiopia",26881,"prev100k.bacteriological.tb.rurality.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of pulmonary tuberculosis among adults in a north Indian district",26872,"prev100k.bacteriological.tb.rurality.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Namibia Tuberculosis disease prevalence survey, 2017-2018",26869,"prev100k.bacteriological.tb.rurality.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"REPORT OF THE FIRST NATIONAL
TUBERCULOSIS PREVALENCE SURVEY
IN MONGOLIA
2014-2015",26866,"prev100k.bacteriological.tb.rurality.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Eswatini National Tuberculosis Prevalence Survey Report, 2018-2019",26865,"prev100k.bacteriological.tb.rurality.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Lesotho Tuberculosis Prevalence Survey",26862,"prev100k.bacteriological.tb.rurality.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Report of DPRK National TB
Prevalence Survey
(2015–2016)",26861,"prev100k.bacteriological.tb.rurality.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"The Zimbabwe National Population based Tuberculosis Prevalence Survey",26857,"prev100k.bacteriological.tb.rurality.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence and risk factors of active pulmonary tuberculosis among elderly people in China: a population based cross-sectional study",26740,"prev100k.bacteriological.tb.rurality.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"The second national tuberculosis prevalence survey in Vietnam",24644,"prev100k.bacteriological.tb.rurality.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of pulmonary tuberculosis in western China in 2010-11: a population-based, cross-sectional survey",24214,"prev100k.bacteriological.tb.rurality.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence and Incidence of Smear-Positive Pulmonary Tuberculosis in the Hetosa District of Arsi Zone, Oromia Regional State of Central Ethiopia",22718,"prev100k.bacteriological.tb.rurality.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Lesotho Tuberculosis Prevalence Survey",26862,"prev100k.bacteriological.tb.hiv.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of Bacteriologically-Confirmed Tuberculosis in Urban Blantyre, Malawi 2019-20: Substantial Decline Compared to 2013-14 National Survey",22290,"prev100k.bacteriological.tb.hiv.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Sub-national TB prevalence surveys in India, 2006-2012: Results of uniformly conducted data analysis (Age Stratification, Combined Sites)",26990,"prev100k.bacteriological.tb.age.grp.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"SURVEY FOR ASSESSING PREVALENCE OF PULMONARY TUBERCULOSIS CASES IN THE POPULATION BASED STATE OF GUJARAT, INDIA (2011-2012) Report on Population based survey to assess prevalence of pulmonary tuberculosis cases in the state of Gujarat, India (2011-12) Ded",26983,"prev100k.bacteriological.tb.age.grp.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
