"Study.title","Study.ID","Column.name","Error.message"
"Prevalence of tuberculosis in adolescents, western Kenya: implications for control programs",26924,"prev100k.prevalent.tb.age.grp.total","prevalent tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Report of the national TB prevalence survey, 2002",26912,"prev100k.prevalent.tb.age.grp.total","prevalent tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Burden of tuberculosis in Kampala, Uganda",26895,"prev100k.prevalent.tb.age.grp.total","prevalent tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of tuberculosis in a rural population aged 15 years and above in R.S. pura block of district JAMMU",26894,"prev100k.prevalent.tb.age.grp.total","prevalent tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Tuberculosis burden in an urban population: A cross sectional tuberculosis survey from Guinea Bissau",26883,"prev100k.prevalent.tb.age.grp.total","prevalent tb prevalence total is greater than 10% different than calculated prevalence 100k."
"NATIONAL TUBERCULOSIS PREVALENCE SURVEY REPORT, Nepal, 2018-19",26867,"prev100k.prevalent.tb.age.grp.total","prevalent tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence and risk factors of active pulmonary tuberculosis among elderly people in China: a population based cross-sectional study",26740,"prev100k.prevalent.tb.age.grp.total","prevalent tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of bacteriologically confirmed pulmonary tuberculosis and associated risk factors: A community survey in Thirvallur District, south India",22089,"prev100k.prevalent.tb.age.grp.total","prevalent tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Effect of household and community interventions on the burden of tuberculosis in southern Africa: the ZAMSTAR community-randomised trial (SOUTH AFRICA / COMMUNITY B)",26978,"screening.tests","Screening.tests does not match extracted symptom data"
"High prevalence of tuberculosis and insufficient case detection in two communities in the Western Cape, South Africa",26970,"screening.tests","Screening.tests does not match extracted symptom data"
"Prevalence of smear-positive tuberculosis in persons aged >/= 15 years in Bangladesh: results from a national survey, 2007-2009",26956,"screening.tests","Screening.tests does not match extracted symptom data"
"Undiagnosed tuberculosis in a community with high HIV prevalence: implications for tuberculosis control",26953,"screening.tests","Screening.tests does not match extracted symptom data"
"High prevalence of pulmonary tuberculosis and inadequate case finding in rural western Kenya",26947,"screening.tests","Screening.tests does not match extracted symptom data"
"The 1997 nationwide tuberculosis prevalence survey in the Philippines",26946,"screening.tests","Screening.tests does not match extracted symptom data"
"Determining the burden of tuberculosis in Eritrea: a new approach",26935,"screening.tests","Screening.tests does not match extracted symptom data"
"Pulmonary tuberculosis in an indigenous community in the mountains of Ecuador",26933,"screening.tests","Screening.tests does not match extracted symptom data"
"Prevalence of sputum smear-positive tuberculosis in a rural area in Bangladesh",26957,"screening.tests","Screening.tests does not match extracted x-ray data"
"Prevalence of smear-positive tuberculosis in persons aged >/= 15 years in Bangladesh: results from a national survey, 2007-2009",26956,"screening.tests","Screening.tests does not match extracted x-ray data"
"High prevalence of pulmonary tuberculosis and inadequate case finding in rural western Kenya",26947,"screening.tests","Screening.tests does not match extracted x-ray data"
"Prevalence of tuberculosis in a rural population aged 15 years and above in R.S. pura block of district JAMMU",26894,"screening.tests","Screening.tests does not match extracted x-ray data"
"Prevalent infectious tuberculosis in Harare, Zimbabwe: burden, risk factors and implications for control",26886,"screening.tests","Screening.tests does not match extracted x-ray data"
"Burden of Pulmonary Tuberculosis among Tribal Population: A Cross-sectional Study in Tribal Areas of Maharashtra, India",25143,"screening.tests","Screening.tests does not match extracted x-ray data"
"Sub-national TB prevalence surveys in India, 2006-2012: Results of uniformly conducted data analysis (Age Stratification, Combined Sites)",26990,"smear.samples","smear.samples does not match extracted data"
"Recurrence of pulmonary tuberculosis in India: Findings from the 2019-2021 nationwide community-based TB prevalence survey",26863,"xpert.samples","xpert.samples does not match extracted data"
"National Tuberculosis Prevalence Survey in Thailand",26975,"culture.samples","culture.samples does not match extracted data"
"A tuberculosis nationwide prevalence survey in Gambia, 2012",20811,"report.sex","Report variable not marked yes, but stratified data detected."
"High incidence of pulmonary tuberculosis in an indigenous Saharia tribe in Madhya Pradesh, central India-A prospective cohort study",21429,"report.age.grp","Report variable not marked no, but no stratified data."
"National Tuberculosis Prevalence Survey in Thailand",26975,"report.age.grp","Report variable not marked yes, but stratified data detected."
"Prevalence of tuberculosis in adolescents, western Kenya: implications for control programs",26924,"report.age.grp","Report variable not marked yes, but stratified data detected."
